poll_id,source,source_url,date,question_type,question_wording,topic,issue_area,support_pct,oppose_pct,net,sample_size,methodology,population,moe,tags,notes
CES_2021_economy_much_better,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2021,priority,Economy is much better than last year,economy,economy_general,6.5,,,25700,online_panel,US adults,,ces;2021;economy,CES variable: pct_economy_much_better. US adults 18+.
CES_2021_economy_much_worse,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2021,priority,Economy is much worse than last year,economy,economy_general,33.4,,,25700,online_panel,US adults,,ces;2021;economy,CES variable: pct_economy_much_worse. US adults 18+.
CES_2021_economy_same,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2021,priority,Economy is about the same as last year,economy,economy_general,15.1,,,25700,online_panel,US adults,,ces;2021;economy,CES variable: pct_economy_same. US adults 18+.
CES_2021_economy_worse,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2021,priority,Economy is worse than last year,economy,economy_general,57.2,,,25700,online_panel,US adults,,ces;2021;economy,CES variable: pct_economy_worse. US adults 18+.
CES_2021_enviro_airwateracts,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2021,favor,Support stricter air and water quality laws,environment,,62.6,37.4,25.2,25700,online_panel,US adults,,ces;2021;environment,CES variable: enviro_airwateracts. US adults 18+.
CES_2021_enviro_carbon,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2021,favor,Support limits on carbon emissions,environment,,65.6,34.4,31.2,25700,online_panel,US adults,,ces;2021;environment,CES variable: enviro_carbon. US adults 18+.
CES_2021_enviro_mpg_raise,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2021,favor,Support raising fuel efficiency standards,environment,,66.0,34.0,32.0,25700,online_panel,US adults,,ces;2021;environment,CES variable: enviro_mpg_raise. US adults 18+.
CES_2021_enviro_renewable,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2021,favor,Support requiring renewable energy,environment,,64.0,36.0,28.0,25700,online_panel,US adults,,ces;2021;environment,CES variable: enviro_renewable. US adults 18+.
CES_2021_guns_assaultban,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2021,favor,Ban assault weapons,guns,,62.3,37.7,24.6,25700,online_panel,US adults,,ces;2021;guns,CES variable: guns_assaultban. US adults 18+.
CES_2021_guns_bgchecks,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2021,favor,Require background checks for gun purchases,guns,,89.5,10.5,79.0,25700,online_panel,US adults,,ces;2021;guns,CES variable: guns_bgchecks. US adults 18+.
CES_2021_guns_permits,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2021,favor,Require permit for gun purchase,guns,,35.2,64.8,-29.6,25700,online_panel,US adults,,ces;2021;guns,CES variable: guns_permits. US adults 18+.
CES_2021_healthcare_aca,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2021,favor,Support the Affordable Care Act,healthcare,,41.6,58.4,-16.8,25700,online_panel,US adults,,ces;2021;healthcare,CES variable: healthcare_aca. US adults 18+.
CES_2021_healthcare_acamandate,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2021,favor,Support ACA individual mandate,healthcare,,39.8,60.2,-20.4,25700,online_panel,US adults,,ces;2021;healthcare,CES variable: healthcare_acamandate. US adults 18+.
CES_2021_healthcare_medicare,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2021,favor,Support government health insurance/Medicare for All,healthcare,,64.4,35.6,28.8,25700,online_panel,US adults,,ces;2021;healthcare,CES variable: healthcare_medicare. US adults 18+.
CES_2021_immig_border,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2021,favor,Increase border security,immigration,,65.4,34.6,30.8,25700,online_panel,US adults,,ces;2021;immigration,CES variable: immig_border. US adults 18+.
CES_2021_immig_legalize,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2021,favor,Legalize undocumented immigrants,immigration,,67.5,32.5,35.0,25700,online_panel,US adults,,ces;2021;immigration,CES variable: immig_legalize. US adults 18+.
CES_2021_immig_report,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2021,favor,Require reporting of undocumented immigrants,immigration,,45.0,55.0,-10.0,25700,online_panel,US adults,,ces;2021;immigration,CES variable: immig_report. US adults 18+.
CES_2021_immig_wall,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2021,favor,Build a border wall with Mexico,immigration,,42.5,57.5,-15.0,25700,online_panel,US adults,,ces;2021;immigration,CES variable: immig_wall. US adults 18+.
CES_2021_trade_canmex_include,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2021,favor,Support trade including all goods with Canada/Mexico,trade,,56.8,43.2,13.6,25681,online_panel,US adults,,ces;2021;trade,CES variable: trade_canmex_include. US adults 18+.
CES_2021_trade_china,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2021,favor,Support free trade with China,trade,,62.6,37.4,25.2,25682,online_panel,US adults,,ces;2021;trade,CES variable: trade_china. US adults 18+.
